timestamp,x,y,z
2026-09-13T21:47:51.249,-1.6711528301239014,0.6248866319656372,9.517251014709473
2026-09-13T21:47:54.282,-1.680729627609253,0.6153098344802856,9.538799285888672
2026-09-13T21:47:57.327,-1.678335428237915,0.5961562395095825,9.522039413452148
2026-09-13T21:48:00.362,-1.699883222579956,0.608127236366272,9.514857292175293
2026-09-13T21:48:03.378,-1.742978811264038,0.6703764796257019,9.478943824768066
2026-09-13T21:48:06.404,-1.644816517829895,0.5267243981361389,9.510068893432617
2026-09-13T21:48:09.425,-1.7046716213226318,0.5961562395095825,9.483732223510742
2026-09-13T21:48:13.472,-1.6496049165725708,0.5913678407669067,9.567529678344727
2026-09-13T21:48:16.504,-1.6400281190872192,0.5602431893348694,9.536404609680176
2026-09-13T21:48:21.534,-1.644816517829895,0.5770025849342346,9.534010887145996
2026-09-13T21:48:24.551,-1.6543933153152466,0.586579442024231,9.52922248840332
2026-09-13T21:48:27.580,-1.659181833267212,0.5841852426528931,9.481337547302246
2026-09-13T21:48:30.613,-1.6352397203445435,0.5793967843055725,9.56513500213623
2026-09-13T21:48:33.642,-1.6855180263519287,0.5363011956214905,9.5531644821167
2026-09-13T21:48:36.677,-1.6424223184585571,0.5506663918495178,9.507674217224121
2026-09-13T21:48:39.709,-1.6400281190872192,0.5793967843055725,9.517251014709473
2026-09-13T21:48:42.740,-1.6687586307525635,0.5530605912208557,9.557952880859375
2026-09-13T21:48:46.769,-1.6519991159439087,0.5506663918495178,9.560346603393555
2026-09-13T21:48:49.804,-1.6208745241165161,0.5171475410461426,9.536404609680176
2026-09-13T21:48:54.834,-1.6328455209732056,0.5291185975074768,9.524434089660645
2026-09-13T21:48:57.864,-1.6400281190872192,0.5267243981361389,9.517251014709473
2026-09-13T21:49:00.883,-1.6280571222305298,0.5123591423034668,9.519645690917969
2026-09-13T21:49:03.928,-1.6400281190872192,0.524330198764801,9.541193008422852
2026-09-13T21:49:06.961,-1.6160861253738403,0.5339069962501526,9.5316162109375
2026-09-13T21:49:09.988,-1.6089035272598267,0.5315127968788147,9.526827812194824
2026-09-13T21:49:13.006,-1.644816517829895,0.5363011956214905,9.560346603393555
2026-09-13T21:49:17.042,-0.9457096457481384,0.545877993106842,9.555558204650879
2026-09-13T21:49:20.077,0.42856210470199585,0.9097966551780701,9.629778861999512
